歯牙障害特徴順位,品詞,基本形,All出現回数,All出現事例数,All事例出現率(%),歯牙障害出現回数,歯牙障害出現事例数,歯牙障害事例出現率(%),出現率差_歯牙障害-All,出現率倍率_歯牙障害_All
3217,名詞,投力,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3218,名詞,投打,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3219,名詞,投石,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3220,名詞,折り目,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3221,名詞,折り紙,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3222,名詞,抱っこ,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3223,名詞,押,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3224,名詞,拒否,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3225,名詞,括約筋,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3226,名詞,拳銃,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3227,名詞,拳骨,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3228,名詞,持ち,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3229,名詞,持ち主,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3230,名詞,指中,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3231,名詞,指揮,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3232,名詞,指輪,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3233,名詞,挑戦,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3234,名詞,挫創痕,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3235,名詞,挫減創,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3236,名詞,振子,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3237,名詞,捕獲,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3238,名詞,捻り,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3239,名詞,掃き掃除,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3240,名詞,授与,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3241,名詞,排,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3242,名詞,排便,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3243,名詞,排気,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3244,名詞,掘り,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3245,名詞,掛り,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3246,名詞,採り,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3247,名詞,採集,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3248,名詞,探検,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3249,名詞,探求,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3250,名詞,接着,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3251,名詞,控室,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3252,名詞,掲揚,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3253,名詞,掲載,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3254,名詞,揚,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3255,名詞,揚油,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3256,名詞,握りこぶし,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3257,名詞,援助,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3258,名詞,揺り返し,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3259,名詞,搬入,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3260,名詞,搬出,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3261,名詞,搭載,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3262,名詞,搾乳,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3263,名詞,操業,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3264,名詞,支部,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3265,名詞,改札,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3266,名詞,改造,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3267,名詞,放送,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3268,名詞,故意,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3269,名詞,救出,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3270,名詞,救護,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3271,名詞,敗血症,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3272,名詞,敗退,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3273,名詞,教科書,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3274,名詞,散乱,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3275,名詞,数値,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3276,名詞,整理,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3277,名詞,文句,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3278,名詞,料,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3279,名詞,斜,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3280,名詞,斜視,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3281,名詞,断熱,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3282,名詞,断続,2,1,0.013,0.0,0.0,0.0,-0.013,0.0
3283,名詞,断面,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3284,名詞,新雪,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3285,名詞,方法,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3286,名詞,施工,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3287,名詞,旅館,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3288,名詞,既存,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3289,名詞,日時計,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3290,名詞,日曜,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3291,名詞,日直,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3292,名詞,日程,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3293,名詞,日記,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3294,名詞,早,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3295,名詞,早め,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3296,名詞,昇段,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3297,名詞,昇級,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3298,名詞,明瞭,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3299,名詞,明確,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3300,名詞,昏倒,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3301,名詞,昼寝,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3302,名詞,時代,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3303,名詞,時折,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3304,名詞,景色,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3305,名詞,暗幕,2,1,0.013,0.0,0.0,0.0,-0.013,0.0
3306,名詞,暴発,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3307,名詞,書き,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3308,名詞,書き込み,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3309,名詞,書店,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3310,名詞,書籍,2,1,0.013,0.0,0.0,0.0,-0.013,0.0
3311,名詞,書道,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3312,名詞,書類,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3313,名詞,最近,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3314,名詞,月行事,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3315,名詞,月頃,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3316,名詞,服用,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3317,名詞,朝会,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3318,名詞,朝方,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3319,名詞,朝練,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3320,名詞,朝顔,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3321,名詞,期限,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3322,名詞,木の葉,2,1,0.013,0.0,0.0,0.0,-0.013,0.0
3323,名詞,木の間,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3324,名詞,木立,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3325,名詞,木綿,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3326,名詞,未満,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3327,名詞,末梢,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3328,名詞,末端,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3329,名詞,本体,2,1,0.013,0.0,0.0,0.0,-0.013,0.0
3330,名詞,本来,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3331,名詞,本番,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3332,名詞,本目,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3333,名詞,材木,2,1,0.013,0.0,0.0,0.0,-0.013,0.0
3334,名詞,東,5,1,0.013,0.0,0.0,0.0,-0.013,0.0
3335,名詞,松かさ,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3336,名詞,板金,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3337,名詞,枕木,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3338,名詞,林業,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3339,名詞,果,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3340,名詞,果物,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3341,名詞,枝打ち,2,1,0.013,0.0,0.0,0.0,-0.013,0.0
3342,名詞,枝豆,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3343,名詞,枠組み,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3344,名詞,染め物,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3345,名詞,柔,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3346,名詞,柿,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3347,名詞,栗,3,1,0.013,0.0,0.0,0.0,-0.013,0.0
3348,名詞,校旗,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3349,名詞,桶,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3350,名詞,梅林,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3351,名詞,梢,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3352,名詞,梨園,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3353,名詞,棒状,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3354,名詞,棒高跳,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3355,名詞,棘,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3356,名詞,森,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3357,名詞,植木鉢,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3358,名詞,業務,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3359,名詞,業者,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3360,名詞,極端,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3361,名詞,構成,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3362,名詞,構造,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3363,名詞,樋,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3364,名詞,模擬,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3365,名詞,横すべり,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3366,名詞,横倒し,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3367,名詞,横風,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3368,名詞,橈骨神,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3369,名詞,橈骨頚,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3370,名詞,機体,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3371,名詞,欠点,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3372,名詞,歓迎,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3373,名詞,正規,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3374,名詞,歩み板,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3375,名詞,歯みがき,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3376,名詞,歴,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3377,名詞,死亡,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3378,名詞,死角,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3379,名詞,残部,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3380,名詞,段位,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3381,名詞,段数,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3382,名詞,段階,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3383,名詞,殺陣,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3384,名詞,殻,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3385,名詞,毒,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3386,名詞,比べ,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3387,名詞,気付,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3388,名詞,気体,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3389,名詞,気球,4,1,0.013,0.0,0.0,0.0,-0.013,0.0
3390,名詞,気管,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3391,名詞,水はけ,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3392,名詞,水口,2,1,0.013,0.0,0.0,0.0,-0.013,0.0
3393,名詞,水底,3,1,0.013,0.0,0.0,0.0,-0.013,0.0
3394,名詞,水浸し,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3395,名詞,水深,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3396,名詞,水溶液,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3397,名詞,水素,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3398,名詞,水腫,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3399,名詞,水質,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3400,名詞,水路,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3401,名詞,水遊び,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3402,名詞,汚染,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3403,名詞,沈着,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3404,名詞,沐浴,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3405,名詞,沖,2,1,0.013,0.0,0.0,0.0,-0.013,0.0
3406,名詞,河原,2,1,0.013,0.0,0.0,0.0,-0.013,0.0
3407,名詞,河川,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3408,名詞,沸,2,1,0.013,0.0,0.0,0.0,-0.013,0.0
3409,名詞,泊まり,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3410,名詞,泊り,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3411,名詞,法則,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3412,名詞,泥棒,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3413,名詞,泳ぎ,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3414,名詞,泳ぎ方,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3415,名詞,泳法,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3416,名詞,泳者,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3417,名詞,洗眼,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3418,名詞,洗顔,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3419,名詞,流,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3420,名詞,流行,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3421,名詞,浜,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3422,名詞,浜の,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3423,名詞,浣腸,2,1,0.013,0.0,0.0,0.0,-0.013,0.0
3424,名詞,浮上,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3425,名詞,浮腫,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3426,名詞,浮輪,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3427,名詞,浴場,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3428,名詞,海上,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3429,名詞,海中,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3430,名詞,海水浴,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3431,名詞,海綿,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3432,名詞,消防,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3433,名詞,消防署,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3434,名詞,涼み,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3435,名詞,深部,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3436,名詞,混乱,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3437,名詞,混入,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3438,名詞,混合,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3439,名詞,混戦,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3440,名詞,混濁,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3441,名詞,混雑,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3442,名詞,済み,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3443,名詞,渓谷,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3444,名詞,減少,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3445,名詞,温室,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3446,名詞,温度,2,1,0.013,0.0,0.0,0.0,-0.013,0.0
3447,名詞,温泉,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3448,名詞,港,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3449,名詞,湖岸,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3450,名詞,湯せん,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3451,名詞,湯たんぽ,2,1,0.013,0.0,0.0,0.0,-0.013,0.0
3452,名詞,湯冷まし,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3453,名詞,湯沸かし,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3454,名詞,湯船,3,1,0.013,0.0,0.0,0.0,-0.013,0.0
3455,名詞,湿度,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3456,名詞,準決勝,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3457,名詞,溶融,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3458,名詞,溶血,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3459,名詞,溶解,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3460,名詞,溶連菌,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3461,名詞,滅菌,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3462,名詞,滲出,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3463,名詞,演台,2,1,0.013,0.0,0.0,0.0,-0.013,0.0
3464,名詞,潜水,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3465,名詞,潰瘍,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3466,名詞,火元,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3467,名詞,火種,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3468,名詞,灯油,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3469,名詞,灯火,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3470,名詞,灯篭,3,1,0.013,0.0,0.0,0.0,-0.013,0.0
3471,名詞,灰皿,3,1,0.013,0.0,0.0,0.0,-0.013,0.0
3472,名詞,災,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3473,名詞,炊さん,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3474,名詞,炎天下,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3475,名詞,炭酸,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3476,名詞,点呼,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3477,名詞,点字,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3478,名詞,点滴,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3479,名詞,焚き火,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3480,名詞,無し,2,1,0.013,0.0,0.0,0.0,-0.013,0.0
3481,名詞,無傷,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3482,名詞,無意識,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3483,名詞,無抵抗,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3484,名詞,焼きそば,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3485,名詞,焼却,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3486,名詞,煉瓦,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3487,名詞,煙,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3488,名詞,煙突,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3489,名詞,煮出し,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3490,名詞,熊,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3491,名詞,熱心,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3492,名詞,熱風,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3493,名詞,爪先,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3494,名詞,爪痕,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3495,名詞,爪跡,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3496,名詞,父親,2,1,0.013,0.0,0.0,0.0,-0.013,0.0
3497,名詞,版,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3498,名詞,版木,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3499,名詞,版画,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3500,名詞,牛,4,1,0.013,0.0,0.0,0.0,-0.013,0.0
3501,名詞,物体,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3502,名詞,物入れ,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3503,名詞,物差し,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3504,名詞,物音,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3505,名詞,特設,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3506,名詞,犬走,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3507,名詞,犯行,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3508,名詞,狩り,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3509,名詞,玉子,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3510,名詞,王様,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3511,名詞,珊,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3512,名詞,瓶,2,1,0.013,0.0,0.0,0.0,-0.013,0.0
3513,名詞,生き物,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3514,名詞,生物,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3515,名詞,生還,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3516,名詞,生長,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3517,名詞,用事,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3518,名詞,用紙,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3519,名詞,申請,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3520,名詞,男の子,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3521,名詞,町,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3522,名詞,画びょう,2,1,0.013,0.0,0.0,0.0,-0.013,0.0
3523,名詞,畜産,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3524,名詞,畝,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3525,名詞,疲れ,2,1,0.013,0.0,0.0,0.0,-0.013,0.0
3526,名詞,疲労,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3527,名詞,病,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3528,名詞,病原,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3529,名詞,病気,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3530,名詞,病状,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3531,名詞,症候,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3532,名詞,痴漢,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3533,名詞,痺れ,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3534,名詞,痺性散,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3535,名詞,瘢,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3536,名詞,癒合,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3537,名詞,発泡,2,1,0.013,0.0,0.0,0.0,-0.013,0.0
3538,名詞,発火,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3539,名詞,発着,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3540,名詞,発端,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3541,名詞,発言,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3542,名詞,発赤,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3543,名詞,白熱,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3544,名詞,皿回し,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3545,名詞,盛り砂,2,1,0.013,0.0,0.0,0.0,-0.013,0.0
3546,名詞,盛土,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3547,名詞,監禁,2,1,0.013,0.0,0.0,0.0,-0.013,0.0
3548,名詞,監視,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3549,名詞,目の下,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3550,名詞,目前,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3551,名詞,目印,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3552,名詞,目盛り,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3553,名詞,目眩,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3554,名詞,目線,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3555,名詞,目頭,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3556,名詞,直球,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3557,名詞,直立,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3558,名詞,直線,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3559,名詞,相対,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3560,名詞,県道,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3561,名詞,真っ直ぐ,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3562,名詞,眠り,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3563,名詞,眠気,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
3564,名詞,眼前,1,1,0.013,0.0,0.0,0.0,-0.013,0.0
